100	2e-06
600	3e-06
1100	4e-06
1600	5e-06
2100	6e-06
2600	7e-06
3100	8e-06
3600	1e-05
4100	1.3e-05
4600	1.5e-05
5100	1.6e-05
5600	1.7e-05
6100	1.9e-05
6600	2e-05
7100	2.1e-05
7600	2.4e-05
8100	2e-05
8600	2.1e-05
9100	2.4e-05
9600	2.4e-05
10100	2.4e-05
10600	2.6e-05
11100	2.8e-05
11600	2.9e-05
12100	0.00012
12600	3e-05
13100	3.1e-05
13600	3.4e-05
14100	6.7e-05
14600	3.4e-05
15100	3.6e-05
15600	7.7e-05
16100	4.6e-05
16600	4.8e-05
17100	5.2e-05
17600	5.2e-05
18100	5.3e-05
18600	5.6e-05
19100	5.5e-05
19600	5.9e-05
20100	5.9e-05
20600	6.1e-05
21100	6.2e-05
21600	7.5e-05
22100	7.8e-05
22600	6.5e-05
23100	6.6e-05
23600	9.6e-05
24100	7.1e-05
24600	7.1e-05
25100	7.3e-05
25600	7.4e-05
26100	7.5e-05
26600	7.5e-05
27100	0.000178
27600	9e-05
28100	8.1e-05
28600	8.2e-05
29100	8.3e-05
29600	8.5e-05
30100	8.6e-05
