
100	2.6e-05
600	0.000952
1100	0.00243
1600	0.005121
2100	0.01076
2600	0.017579
3100	0.024449
3600	0.033757
4100	0.068744
4600	0.042741
5100	0.063237
5600	0.073222
6100	0.078461
6600	0.095088
7100	0.114924
7600	0.142303
8100	0.244895
8600	0.195187
9100	0.219123
9600	0.250458
10100	0.26374
10600	0.256975
11100	0.278864
11600	0.33908
12100	0.457514
12600	0.467634
13100	0.448724
13600	0.497085
14100	0.558089
14600	0.561468
15100	0.53871
15600	0.591389
16100	0.627766
16600	0.77099
17100	0.769545
17600	0.796812
18100	0.972586
18600	1.08412
19100	0.93503
19600	1.03659
20100	1.05966
20600	1.20968
21100	1.17311
21600	1.16188
22100	1.51822
22600	1.25024
23100	1.40975
23600	1.40718
24100	1.61582
24600	1.52678
25100	1.66049
25600	1.84403
26100	1.80108
26600	1.83873
27100	2.12647
27600	2.04454
28100	2.32865
28600	2.06801
29100	2.46484
29600	2.53407
30100	2.51802
