
1000	2e-06
2000	1e-06
3000	5e-06
4000	2e-06
5000	1e-06
6000	2e-06
7000	1e-06
8000	1e-06
9000	1e-06
10000	1e-06
11000	1e-06
12000	2e-06
13000	1e-06
14000	1e-06
15000	2e-06
16000	1e-06
17000	2e-06
18000	2e-06
19000	1e-06
20000	1e-06
21000	2e-06
22000	2e-06
23000	2e-06
24000	3e-06
25000	1e-06
26000	1e-06
27000	1e-06
28000	1e-06
29000	1e-06
30000	1e-06
31000	3e-06
32000	2e-06
33000	2e-06
34000	2e-06
35000	2e-06
36000	1e-06
37000	1e-06
38000	2e-06
39000	1e-06
40000	3e-06
41000	2e-06
42000	2.4e-05
43000	1e-06
44000	3e-06
45000	3e-06
46000	2e-06
47000	2e-06
48000	1e-06
49000	1e-06
50000	1e-06
51000	1e-06
52000	1e-06
53000	2e-06
54000	1e-06
55000	3e-06
56000	1e-06
57000	1e-06
58000	1e-06
59000	2e-06
60000	1e-06
61000	1e-06
62000	2e-06
63000	1e-06
64000	1e-06
65000	0
66000	2e-06
67000	2e-06
68000	1e-06
69000	0
70000	1e-06
71000	2e-06
72000	2e-06
73000	1e-06
74000	1e-06
75000	1e-06
76000	2e-06
77000	1e-06
78000	2e-06
79000	1e-06
80000	1e-06
81000	2e-06
82000	2e-06
83000	2e-06
84000	2e-06
85000	2e-06
86000	2e-06
87000	1e-06
88000	1e-06
89000	1e-06
90000	2e-06
91000	2e-06
92000	1e-06
93000	2e-06
94000	2e-06
95000	1e-06
96000	3e-06
97000	3e-06
98000	1e-06
99000	2e-06
100000	2e-06
101000	1e-06
102000	1e-06
103000	1e-06
104000	1e-06
105000	2e-06
106000	1e-06
107000	1e-06
108000	2e-06
109000	2e-06
110000	1e-06
111000	1e-06
112000	1e-06
113000	1e-06
114000	1e-06
115000	2e-06
116000	3e-06
117000	1e-06
118000	2e-06
119000	1e-06
120000	1e-06
121000	1e-06
122000	2e-06
123000	1e-06
124000	1e-06
125000	3e-06
126000	2e-06
127000	2e-06
128000	3e-06
129000	2e-06
130000	2e-06
131000	1e-06
132000	1e-06
133000	1e-06
134000	1e-06
135000	1e-06
136000	2e-06
137000	2e-06
138000	3e-06
139000	2e-06
140000	1e-06
141000	2e-06
142000	1e-06
143000	2e-06
144000	3e-06
145000	1e-06
146000	1e-06
147000	1e-06
148000	2e-06
149000	1e-06
150000	1e-06
151000	2e-06
152000	2e-06
153000	1e-06
154000	2e-06
155000	1e-06
156000	2e-06
157000	2e-06
158000	1e-06
159000	2e-06
160000	2e-06
161000	3e-06
162000	2e-06
163000	3e-06
164000	1e-06
165000	4e-06
166000	2e-06
167000	1e-06
168000	3e-06
169000	2e-06
170000	2e-06
171000	3e-06
172000	2e-06
173000	2e-06
174000	2e-06
175000	4e-06
176000	1e-06
177000	1e-06
178000	2e-06
179000	2e-06
180000	1e-06
181000	1e-06
182000	1e-06
183000	2e-06
184000	2e-06
185000	2e-06
186000	2e-06
187000	1e-06
188000	1e-06
189000	1e-06
190000	3e-06
191000	1e-06
192000	1e-06
193000	2e-06
194000	3e-06
195000	2e-06
196000	3e-06
197000	2e-06
198000	2e-06
199000	3e-06
200000	2e-06
201000	5e-06
202000	1e-06
203000	2e-06
204000	1e-06
205000	2e-06
206000	3e-06
207000	2e-06
208000	2e-06
209000	3e-06
210000	1e-06
211000	1e-06
212000	1e-06
213000	2e-06
214000	2e-06
215000	2e-06
216000	2e-06
217000	2e-06
218000	2e-06
219000	1e-06
220000	3e-06
221000	2e-06
222000	3e-06
223000	1e-06
224000	2e-06
225000	1e-06
226000	1e-06
227000	1e-06
228000	2e-06
229000	3e-06
230000	3e-06
231000	1e-06
232000	2e-06
233000	1e-06
234000	1e-06
235000	1e-06
236000	2e-06
237000	3e-06
238000	5e-06
239000	1e-06
240000	1e-06
241000	1e-06
242000	3e-06
243000	1e-06
244000	4e-06
245000	2e-06
246000	2e-06
247000	2e-06
248000	3e-06
249000	2e-06
250000	2e-06
251000	1e-06
252000	3e-06
253000	1e-06
254000	2e-06
255000	2e-06
256000	2e-06
257000	4e-06
258000	2e-06
259000	3e-06
260000	2e-06
261000	1e-06
262000	2e-06
263000	2e-06
264000	1e-06
265000	2e-06
266000	3e-06
267000	2e-06
268000	2e-06
269000	3e-06
270000	1e-06
271000	1e-06
272000	3e-06
273000	1e-06
274000	0
275000	2e-06
276000	1e-06
277000	1e-06
278000	1e-06
279000	1e-06
280000	3e-06
281000	3e-06
282000	1e-06
283000	1e-06
284000	4e-06
285000	3e-06
286000	3e-06
287000	3e-06
288000	1e-06
289000	2e-06
290000	1e-06
291000	2e-06
292000	1e-06
293000	1e-06
294000	1e-06
295000	3e-06
296000	2e-06
297000	2e-06
298000	2e-06
299000	1e-06
300000	1e-06
301000	1e-06
302000	1e-06
303000	1e-06
304000	2e-06
305000	3e-06
306000	1e-06
307000	2e-06
308000	1e-06
309000	3e-06
310000	1e-06
311000	2e-06
312000	2e-06
313000	2e-06
314000	2e-06
315000	3e-06
316000	2e-06
317000	2e-06
318000	2e-06
319000	3e-06
320000	1e-06
321000	2e-06
322000	1e-06
323000	1e-06
324000	2e-06
325000	1e-06
326000	2e-06
327000	2e-06
328000	3e-06
329000	2e-06
330000	3e-06
331000	1e-06
332000	1e-06
333000	2e-06
334000	2e-06
335000	2e-06
336000	1e-06
337000	2e-06
338000	3e-06
339000	1e-06
340000	3e-06
341000	2e-06
342000	3e-06
343000	3e-06
344000	2e-06
345000	1e-06
346000	3e-06
347000	2e-06
348000	4e-06
349000	3e-06
350000	1e-06
351000	2e-06
352000	3e-06
353000	1e-06
354000	2e-06
355000	2e-06
356000	1e-06
357000	1e-06
358000	3e-06
359000	1e-06
360000	2e-06
361000	3e-06
362000	2e-06
363000	1e-06
364000	2e-06
365000	4e-06
366000	2e-06
367000	1e-06
368000	2e-06
369000	3e-06
370000	2e-06
371000	2e-06
372000	3e-06
373000	1e-06
374000	1e-06
375000	2e-06
376000	2e-06
377000	2e-06
378000	2e-06
379000	2e-06
380000	3e-06
381000	2e-06
382000	2e-06
383000	1e-06
384000	1e-06
385000	1e-06
386000	2e-06
387000	1e-06
388000	2e-06
389000	2e-06
390000	2e-06
391000	2e-06
392000	3e-06
393000	0
394000	2e-06
395000	2e-06
396000	1e-06
397000	1e-06
398000	2e-06
399000	1e-06
400000	1e-06
401000	2e-06
402000	3e-06
403000	1e-06
404000	2e-06
405000	4e-06
406000	1e-06
407000	2e-06
408000	1e-06
409000	2e-06
410000	2e-06
411000	2e-06
412000	2e-06
413000	4e-06
414000	1e-06
415000	1e-06
416000	2e-06
417000	1e-06
